content,published_at,likes,replies,mentioned_topics,additional_themes,attitude_towards_israel,attitude_towards_us,attitude_towards_qatar,attitude_towards_hamas,attitude_confidence,attitude_indicators,intelligence_score,intelligence_markers,insightfulness_score,insight_type,emotional_score
Qatar found out the hard way that Israel runs the show from Washington. You might as well say that the US has no sovereign foreign policy.,2025-09-15 19:52:48.449000+00:00,1,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['US foreign policy sovereignty', 'Israeli influence over US policy', 'power dynamics']",3.0,3.0,5.0,,0.85,"['Israel runs the show from Washington', 'the US has no sovereign foreign policy', 'Qatar found out the hard way']",2,['proper_grammar'],2,systemic_critique,3
"I'd like to know how much trump has been paid for ""making a deal"" like this. Idk much about Qatar but I'd bet the us forced them to keep quiet. With the current info, all parties knew ahead if time. Maybe Qatar gave Hamas leaders a heads up not to be at the office. The least they could do with the us and isntreal pressuring them, potentially.",2025-09-15 19:52:48.449000+00:00,1,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.TRUMP: 'Trump'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['corruption/bribery allegations', 'foreknowledge/complicity theory', 'coercion and pressure']",3.0,3.0,6.0,6.0,0.64,"[""I'd like to know how much trump has been paid"", ""I'd bet the us forced them to keep quiet"", 'all parties knew ahead of time', 'Maybe Qatar gave Hamas leaders a heads up', 'with the us and isntreal pressuring them']",2,"['logical_structure', 'critical_analysis']",2,basic_opinion,3
Does anybody know any sources that back up the claim that US tankers had to refuel the israeli jets?,2025-09-15 19:52:48.449000+00:00,0,0,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>]","['request for sources', 'aerial refueling logistics', 'skepticism toward unverified claims']",5.0,5.0,,,0.55,"['Does anybody know any sources that back up the claim', 'US tankers', 'israeli jets']",4,"['logical_structure', 'evidence_based', 'critical_analysis', 'proper_grammar']",3,factual_correction,1
"It would be interesting to find out why Qatar wasn't able to use its air defence systems. I saw a lot of online comments saying that it is an evidence that Qatar was secretly in on the operation to kill Hamas, but having the appearance of not being able to do anything about a foreign country bombing and killing people in your own land doesn't seem like a sound plan to me.",2025-09-15 19:52:48.449000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['conspiracy theories', 'state sovereignty', 'public optics']",5.0,,6.0,5.0,0.54,"[""why Qatar wasn't able to use its air defence systems"", 'evidence that Qatar was secretly in on the operation to kill Hamas', ""doesn't seem like a sound plan to me"", 'a foreign country bombing and killing people in your own land']",4,"['proper_grammar', 'logical_structure', 'critical_analysis', 'nuanced_thinking']",4,counter_argument,2
"Poor Qataris - damned if they do and damned if they don’t! The second largest funder of Hamas after Iran, a funder of Al-Qaeda and a country that’s successfully bribed politicians in both the U.S. AND the E.U. - they’re really who needs our sympathy here.",2025-09-15 19:52:48.449000+00:00,1,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>]","['terror financing', 'political corruption', 'sarcasm']",,4.0,1.0,3.0,0.82,"['Poor Qataris - damned if they do and damned if they don’t!', 'second largest funder of Hamas after Iran', 'a funder of Al-Qaeda', 'successfully bribed politicians in both the U.S. AND the E.U.', 'they’re really who needs our sympathy here.']",2,['proper_grammar'],2,basic_opinion,4
"Qatar will now move closer to China and Turkey, making the U.S. military in the Middle East more vulnerable. In a way, Israel has only helped by pushing the Arabs closer to each other, as well as to Iran and China. The time is near when the world will respond to the West’s ongoing genocides over the past century. Amen",2025-09-15 19:52:48.449000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['geopolitical realignment toward China/Turkey/Iran', 'anti-West/colonialism critique (genocide accusations)', 'prediction of US military vulnerability']",3.0,1.0,5.0,,0.78,"['Israel has only helped by pushing the Arabs closer to each other', 'making the U.S. military in the Middle East more vulnerable', 'the West’s ongoing genocides over the past century', 'The time is near when the world will respond']",2,"['proper_grammar', 'logical_structure']",2,predictive_analysis,4
"I suspect Qatar will continue to host Hamas after this, the main benefit for Qatar was never just successful negotiation/broked deal, Qatar's whole strategy revolve around maintaining oversized relevance, getting bombed by Israel put Qatar into a position of strength, since now it gathers some political brownie point around Arab world.",2025-09-15 19:52:48.449000+00:00,1,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['soft power/status-seeking', 'Arab public opinion', 'realpolitik/strategic relevance']",5.0,,7.0,5.0,0.68,"['Qatar will continue to host Hamas', ""Qatar's whole strategy revolve around maintaining oversized relevance"", 'getting bombed by Israel put Qatar into a position of strength', 'political brownie point around Arab world']",3,"['logical_structure', 'critical_analysis', 'domain_knowledge']",4,predictive_analysis,2
No peace talks with terr0rists. They should not hold any kind of authority.,2025-09-15 19:52:50.439000+00:00,0,0,"[<VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['anti-negotiation stance', 'legitimacy/authority rejection', 'counterterrorism framing']",,,,1.0,0.9,"['No peace talks with terr0rists.', 'They should not hold any kind of authority.']",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,3
USA never had any security guarantees with Qatar,2025-09-15 19:52:50.439000+00:00,3,0,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]",['security guarantees/defense commitments'],,7.0,,,0.7,['USA never had any security guarantees with Qatar'],3,"['proper_grammar', 'logical_structure', 'domain_knowledge']",3,factual_correction,1
Israel doesn’t want a deal. They want greater Israel. It’s a radical and genocidal society.,2025-09-15 19:52:50.439000+00:00,1,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['Greater Israel expansionism', 'genocide accusation', 'societal radicalization']",1.0,,,,0.94,"['Israel doesn’t want a deal', 'They want greater Israel', 'It’s a radical and genocidal society']",2,['proper_grammar'],2,basic_opinion,5
"if the messenger doesn't want to get shot, he shouldn't put the enemy behind him and dare someone to take a shot.",2025-09-15 19:52:50.439000+00:00,1,1,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['human shield analogy', 'provocation/culpability logic', 'mediator impartiality']",7.0,,3.0,3.0,0.65,"[""the messenger doesn't want to get shot"", 'put the enemy behind him', 'dare someone to take a shot']",3,"['proper_grammar', 'logical_structure']",2,basic_opinion,3
Good. Terrorists shouldnt feel save anywhere,2025-09-15 19:52:50.439000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['counterterrorism', 'safe havens', 'targeted killings']",7.0,,,1.0,0.8,"['Good.', 'Terrorists shouldn’t feel safe anywhere']",2,[],1,basic_opinion,3
Why haven't the Hamas Senior Staff appeared on camera yet if they are alive?,2025-09-15 19:52:50.439000+00:00,0,0,"[<VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['proof of life', 'information credibility', 'media silence']",,,,4.0,0.56,"[""Why haven't the Hamas Senior Staff appeared on camera yet"", 'if they are alive?']",3,"['proper_grammar', 'logical_structure', 'critical_analysis']",3,counter_argument,2
"Qatar wasn't attacked you ignoramuses, Hamas Headquarters was.",2025-09-15 19:52:50.439000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['state vs non-state targeting', 'framing of attacks']",7.0,,5.0,3.0,0.7,"[""Qatar wasn't attacked"", 'Hamas Headquarters was', 'you ignoramuses']",2,"['proper_grammar', 'logical_structure']",2,factual_correction,4
"Seems like Israel is the only side seeking peace.  If the strike would've succeeded in removing these top Hamas negotiators that are blocking the ceasefire from the comfort of Qatar,  we would've been much closer to an agreement.",2025-09-15 19:52:50.439000+00:00,3,2,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['targeted killings as path to peace', 'safe-haven criticism', 'blame for obstructing ceasefire']",9.0,,3.0,2.0,0.9,"['Israel is the only side seeking peace', ""If the strike would've succeeded"", 'removing these top Hamas negotiators', 'blocking the ceasefire', 'from the comfort of Qatar']",3,"['proper_grammar', 'logical_structure']",3,counter_argument,3
"The fundamental problem is that Hamas will not release the hostages unless they can remain in power in Gaza, no matter what Qatar, Egypt, the US or anybody else says. The negotiations had failed even before the Israeli strike so in that respect, nothing really changed.",2025-09-15 19:52:50.439000+00:00,1,0,"[<VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['Hostage leverage', 'Hamas governance/power retention', 'Negotiation stalemate pre-strike']",5.0,5.0,5.0,3.0,0.8,"['Hamas will not release the hostages unless they can remain in power in Gaza', 'no matter what Qatar, Egypt, the US or anybody else says', 'The negotiations had failed even before the Israeli strike', 'so in that respect, nothing really changed']",4,"['proper_grammar', 'logical_structure', 'critical_analysis']",4,counter_argument,2
"Reality is this, Hamas are history.",2025-09-15 19:52:50.439000+00:00,0,0,[<VideoTopic.HAMAS: 'Hamas'>],['prediction'],,,,3.0,0.9,"['Hamas are history', 'Reality is this']",2,['proper_grammar'],2,predictive_analysis,3
the british refueler was refuelling a different plane?,2025-09-15 19:52:50.439000+00:00,0,0,"[<VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>]","['Alternative hypothesis', 'Aerial refueling logistics']",,,,,0.15,['the british refueler was refuelling a different plane?'],2,"['logical_structure', 'critical_analysis']",2,counter_argument,1
Trust a snake but trusting US is an idiotic move.,2025-09-15 19:52:50.439000+00:00,0,0,[<VideoTopic.UNITED_STATES: 'United States'>],"['distrust of great powers', 'ally reliability', 'realpolitik cynicism']",,2.0,,,0.88,"['trusting US is an idiotic move', 'Trust a snake']",2,['logical_structure'],2,basic_opinion,4
"Hamas was only in Qatar because the USA ASKED THEM TO HOST HAMAS, So we would have someone to negotiate with. They were bombed for doing what we asked them to do!",2025-09-15 19:52:52.507000+00:00,0,1,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['US responsibility/blame', 'hypocrisy/irony', 'punishing a mediator']",3.0,3.0,7.0,5.0,0.78,"['USA asked them to host Hamas', 'They were bombed for doing what we asked them to do!', 'So we would have someone to negotiate with']",3,"['logical_structure', 'domain_knowledge']",3,additional_context,3
"6:08 Yes. The decision makers in the American government and military would have known of a large scale launch of missiles over the Red Sea within ten minutes of occurrence.

The IR signatures would have been easily seen coming from an area that is closely monitored.",2025-09-15 19:52:52.507000+00:00,0,0,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['surveillance/ISR detection', 'infrared signatures', 'Red Sea monitoring']",,5.0,,,0.68,"['decision makers in the American government and military would have known', 'IR signatures would have been easily seen', 'area that is closely monitored']",4,"['proper_grammar', 'logical_structure', 'domain_knowledge', 'critical_analysis']",3,additional_context,1
"If it means eliminating Hamas, Israel has the licence to literally attack anywhere.",2025-09-15 19:52:52.507000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['violating national sovereignty', 'ends-justify-means reasoning', 'global counterterrorism pursuit']",9.0,,,1.0,0.95,"['Israel has the licence', 'literally attack anywhere', 'eliminating Hamas']",2,"['proper_grammar', 'logical_structure']",1,basic_opinion,4
Israeli terrorism is out of control.,2025-09-15 19:52:52.507000+00:00,2,0,[<VideoTopic.ISRAEL: 'Israel'>],['terrorism'],1.0,,,,0.96,['Israeli terrorism is out of control.'],2,['proper_grammar'],1,basic_opinion,4
"This was shameful!! The muslim world let Gaza down, now we understood by this act that there is no hope of peace, Hamas will be wiped out of the map by thr Israelis...",2025-09-15 19:52:52.507000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['Perceived failure of Muslim/Arab solidarity', 'Pessimism about peace process']",5.0,,,,0.46,"['This was shameful!!', 'The muslim world let Gaza down', 'by this act that there is no hope of peace', 'Hamas will be wiped out of the map by thr Israelis']",2,['logical_structure'],2,basic_opinion,4
Trump baited hamas and US knew it all.. air to air refueling and all yeah americans and the brits knew,2025-09-15 19:52:52.507000+00:00,0,0,"[<VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.TRUMP: 'Trump'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['UK involvement', 'US/UK foreknowledge', 'Entrapment/baiting narrative']",,3.0,,6.0,0.54,"['Trump baited hamas', 'US knew it all', 'air to air refueling and all', 'yeah americans and the brits knew']",2,['domain_knowledge'],2,basic_opinion,3
